"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order","recency","total_orders","total_sales","avg_order_value","total_quantity","total_products","lifespan","monthly_spend"
243,AW00011242,Larry Munoz,63,"50 and above",VIP,2013-12-04,153,12,11067,922,12,12,15,737.8000000000000000
244,AW00011243,Robin Alvarez,63,"50 and above",VIP,2013-06-09,159,12,7164,597,12,12,28,255.8571428571428571
245,AW00011244,Alexis Coleman,57,"50 and above",VIP,2013-07-19,158,12,7175,597,12,12,29,247.4137931034482759
246,AW00011245,Ricky Vazquez,64,"50 and above",VIP,2013-12-11,153,9,10580,1175,9,9,27,391.8518518518518519
247,AW00011246,Latasha Rubio,64,"50 and above",VIP,2013-12-20,153,7,10575,1510,7,7,26,406.7307692307692308
248,AW00011247,Claudia Zhou,64,"50 and above",VIP,2013-08-17,157,12,7131,594,12,12,30,237.7000000000000000
249,AW00011248,Tristan Alexander,60,"50 and above",new,2013-07-14,158,3,38,12,3,3,0,0
250,AW00011249,Cindy Patel,60,"50 and above",VIP,2013-09-15,156,11,9890,899,11,11,23,430.0000000000000000
251,AW00011250,Shannon Liu,60,"50 and above",VIP,2013-08-06,157,11,7115,646,11,11,29,245.3448275862068966
252,AW00011251,Xavier Long,88,"50 and above",new,2013-10-18,155,4,2319,579,4,4,0,0
253,AW00011252,Nicholas Thompson,88,"50 and above",VIP,2013-12-18,153,7,6685,955,7,7,28,238.7500000000000000
254,AW00011253,José Hernandez,77,"50 and above",new,2013-12-03,153,30,695,23,30,30,9,77.2222222222222222
255,AW00011254,Johnathan Vance,88,"50 and above",new,2013-12-14,153,9,204,22,9,9,1,204.0000000000000000
256,AW00011255,Colin Lin,87,"50 and above",new,2013-03-31,162,5,114,22,5,5,1,114.0000000000000000
257,AW00011256,Katelyn Hernandez,87,"50 and above",new,2013-10-16,155,5,81,16,5,5,6,13.5000000000000000
258,AW00011257,Jacqueline Powell,,"50 and above",VIP,2013-12-14,153,6,6676,1112,6,6,28,238.4285714285714286
259,AW00011258,Xavier Hill,87,"50 and above",new,2013-07-15,158,4,49,12,4,4,2,24.5000000000000000
260,AW00011259,Victoria Stewart,56,"50 and above",VIP,2013-12-20,153,5,6770,1354,5,5,27,250.7407407407407407
261,AW00011260,Katelyn Kelly,50,"50 and above",new,2013-06-23,159,5,81,16,5,5,4,20.2500000000000000
262,AW00011261,Stephanie Collins,55,"50 and above",VIP,2013-12-23,153,4,6650,1662,4,4,27,246.2962962962962963
263,AW00011262,Jennifer Simmons,51,"50 and above",new,2014-01-22,152,63,1124,17,63,63,11,102.1818181818181818
264,AW00011263,Trinity Richardson,56,"50 and above",VIP,2013-12-10,153,9,6753,750,9,9,28,241.1785714285714286
265,AW00011264,Eduardo Martin,56,"50 and above",new,2013-11-30,154,8,3182,397,8,8,10,318.2000000000000000
266,AW00011265,Elizabeth Jones,56,"50 and above",new,2013-01-03,164,3,2352,784,3,3,0,0
267,AW00011266,Taylor Howard,56,"50 and above",VIP,2013-01-20,164,5,5922,1184,5,5,16,370.1250000000000000
268,AW00011267,David Diaz,50,"50 and above",VIP,2013-01-07,164,5,5943,1188,5,5,16,371.4375000000000000
269,AW00011268,Katelyn Carter,56,"50 and above",new,2013-11-16,154,5,98,19,5,5,6,16.3333333333333333
270,AW00011269,Ryan Foster,50,"50 and above",new,2013-09-10,156,3,42,14,3,3,1,42.0000000000000000
271,AW00011270,Robert Lee,51,"50 and above",VIP,2013-01-07,164,5,5984,1196,5,5,16,374.0000000000000000
272,AW00011271,Danielle Reed,56,"50 and above",VIP,2013-01-22,164,5,5973,1194,5,5,16,373.3125000000000000
273,AW00011272,Lauren Martinez,64,"50 and above",VIP,2013-01-13,164,4,5975,1493,4,4,16,373.4375000000000000
274,AW00011273,Nathan Lal,64,"50 and above",new,2013-05-23,160,8,273,34,8,8,0,0
275,AW00011274,Kyle Foster,86,"50 and above",VIP,2013-02-24,163,4,5888,1472,4,4,18,327.1111111111111111
276,AW00011275,Jenny Rai,87,"50 and above",VIP,2013-01-12,164,4,5955,1488,4,4,17,350.2941176470588235
277,AW00011276,Nancy Chapman,52,"50 and above",regular,2014-01-22,152,57,987,17,57,57,12,82.2500000000000000
278,AW00011277,Charles Jackson,57,"50 and above",new,2014-01-16,152,65,1434,22,65,65,11,130.3636363636363636
279,AW00011278,Jonathan Phillips,57,"50 and above",VIP,2013-01-03,164,3,5908,1969,3,3,16,369.2500000000000000
280,AW00011279,Amanda Cook,52,"50 and above",new,2013-06-22,159,4,44,11,4,4,3,14.6666666666666667
281,AW00011280,Robert Collins,57,"50 and above",new,2013-08-08,157,4,77,19,4,4,1,77.0000000000000000
282,AW00011281,Megan Barnes,51,"50 and above",VIP,2013-01-11,164,5,5921,1184,5,5,16,370.0625000000000000
283,AW00011282,Christian Thomas,59,"50 and above",VIP,2013-01-02,164,6,5999,999,6,6,17,352.8823529411764706
284,AW00011283,Arturo Lal,58,"50 and above",new,2013-08-28,157,4,44,11,4,4,3,14.6666666666666667
285,AW00011284,Theresa Serrano,59,"50 and above",new,2013-05-02,160,5,55,11,5,5,3,18.3333333333333333
286,AW00011285,Jeremy Anderson,53,"50 and above",new,2013-10-26,155,5,128,25,5,5,3,42.6666666666666667
287,AW00011286,Hunter Griffin,59,"50 and above",VIP,2013-01-20,164,5,5954,1190,5,5,16,372.1250000000000000
288,AW00011287,Henry Garcia,60,"50 and above",regular,2014-01-28,152,62,1165,18,62,62,12,97.0833333333333333
289,AW00011288,Cindy Sanchez,48,"40 - 49",new,2013-08-21,157,4,77,19,4,4,5,15.4000000000000000
290,AW00011289,Maria Carter,54,"50 and above",VIP,2013-01-16,164,5,5905,1181,5,5,16,369.0625000000000000
291,AW00011290,Katelyn Sanchez,54,"50 and above",VIP,2013-01-27,164,3,5933,1977,3,3,16,370.8125000000000000
292,AW00011291,Jenna Wright,54,"50 and above",VIP,2013-01-19,164,2,5873,2936,2,2,16,367.0625000000000000
293,AW00011292,Seth Phillips,59,"50 and above",VIP,2012-12-31,165,5,5910,1182,5,5,15,394.0000000000000000
294,AW00011293,Luke Long,65,"50 and above",new,2013-03-15,162,5,85,17,5,5,1,85.0000000000000000
295,AW00011294,Dalton Clark,65,"50 and above",new,2014-01-03,152,3,42,14,3,3,4,10.5000000000000000
296,AW00011295,Taylor Lewis,66,"50 and above",VIP,2013-01-09,164,5,6058,1211,5,5,16,378.6250000000000000
297,AW00011296,Haley Richardson,85,"50 and above",VIP,2013-01-29,164,4,5897,1474,4,4,16,368.5625000000000000
298,AW00011297,Noah Coleman,86,"50 and above",VIP,2013-02-20,163,5,5948,1189,5,5,17,349.8823529411764706
299,AW00011298,Jon Luo,86,"50 and above",VIP,2013-02-21,163,5,5922,1184,5,5,17,348.3529411764705882
300,AW00011299,Orlando Vazquez,84,"50 and above",VIP,2013-02-24,163,4,6015,1503,4,4,17,353.8235294117647059
301,AW00011300,Fernando Barnes,61,"50 and above",new,2013-12-31,153,67,1499,22,67,67,11,136.2727272727272727
302,AW00011301,Cameron Rodriguez,60,"50 and above",new,2013-10-11,155,5,131,26,5,5,4,32.7500000000000000
303,AW00011302,Spencer Russell,54,"50 and above",VIP,2013-02-02,163,5,5938,1187,5,5,17,349.2941176470588235
304,AW00011303,Julia Coleman,60,"50 and above",VIP,2013-02-23,163,3,5875,1958,3,3,17,345.5882352941176471
305,AW00011304,Julia Garcia,55,"50 and above",new,2013-04-22,161,5,122,24,5,5,1,122.0000000000000000
306,AW00011305,Sean Evans,60,"50 and above",new,2013-08-04,157,4,77,19,4,4,5,15.4000000000000000
307,AW00011306,Micah Zhou,60,"50 and above",new,2013-09-07,156,3,42,14,3,3,3,14.0000000000000000
308,AW00011307,Hunter Rodriguez,60,"50 and above",VIP,2013-02-08,163,5,5964,1192,5,5,17,350.8235294117647059
309,AW00011308,Ian Gonzales,67,"50 and above",new,2014-01-15,152,4,94,23,4,4,4,23.5000000000000000
310,AW00011309,Victoria Lewis,66,"50 and above",new,2014-01-05,152,3,42,14,3,3,6,7.0000000000000000
311,AW00011310,Erin Sanders,62,"50 and above",new,2013-12-24,153,4,77,19,4,4,4,19.2500000000000000
312,AW00011311,Gabrielle Lopez,67,"50 and above",new,2013-09-13,156,4,77,19,4,4,5,15.4000000000000000
313,AW00011312,Sara Richardson,67,"50 and above",new,2013-06-02,159,3,42,14,3,3,1,42.0000000000000000
314,AW00011313,Trevor Jenkins,68,"50 and above",new,2013-11-26,154,4,44,11,4,4,6,7.3333333333333333
315,AW00011314,Mya Flores,56,"50 and above",new,2013-12-03,153,4,47,11,4,4,10,4.7000000000000000
316,AW00011315,Hailey Ward,67,"50 and above",new,2013-12-17,153,3,42,14,3,3,7,6.0000000000000000
317,AW00011316,Luke Allen,67,"50 and above",new,2013-01-12,164,2,2350,1175,2,2,0,0
318,AW00011317,Victoria Russell,63,"50 and above",VIP,2013-02-18,163,2,5873,2936,2,2,17,345.4705882352941176
319,AW00011318,Jessica Wilson,68,"50 and above",new,2013-11-08,154,4,44,11,4,4,1,44.0000000000000000
320,AW00011319,Jade Bailey,78,"50 and above",VIP,2013-02-24,163,4,5930,1482,4,4,17,348.8235294117647059
321,AW00011320,Morgan Hill,83,"50 and above",new,2013-08-19,157,5,72,14,5,5,2,36.0000000000000000
322,AW00011321,Terrance Raman,82,"50 and above",new,2013-05-28,160,2,37,18,2,2,3,12.3333333333333333
323,AW00011322,Sydney Garcia,83,"50 and above",new,2013-05-21,160,4,44,11,4,4,2,22.0000000000000000
324,AW00011323,Jose Patterson,82,"50 and above",VIP,2013-01-30,164,6,6074,1012,6,6,16,379.6250000000000000
325,AW00011324,Zachary Anderson,81,"50 and above",VIP,2013-02-05,163,4,5945,1486,4,4,17,349.7058823529411765
326,AW00011325,Elijah Ross,81,"50 and above",VIP,2013-01-31,164,7,6044,863,7,7,16,377.7500000000000000
327,AW00011326,Rafael Xie,81,"50 and above",VIP,2013-02-20,163,5,5948,1189,5,5,17,349.8823529411764706
328,AW00011327,Jaime Moreno,81,"50 and above",VIP,2013-02-01,163,5,5915,1183,5,5,17,347.9411764705882353
329,AW00011328,Julian Griffin,81,"50 and above",new,2013-04-07,161,4,4718,1179,4,4,3,1572.6666666666666667
330,AW00011329,Andy Alvarez,80,"50 and above",VIP,2013-02-10,163,2,5898,2949,2,2,17,346.9411764705882353
331,AW00011330,Ryan Thompson,80,"50 and above",new,2014-01-22,152,57,1134,19,57,57,11,103.0909090909090909
332,AW00011331,Samantha Jenkins,52,"50 and above",new,2014-01-24,152,58,1327,22,58,58,11,120.6363636363636364
333,AW00011332,Deanna Ramos,58,"50 and above",VIP,2013-01-06,164,3,5755,1918,3,3,15,383.6666666666666667
334,AW00011333,Emily Miller,58,"50 and above",VIP,2013-07-14,158,6,8163,1360,6,6,28,291.5357142857142857
335,AW00011334,Nicole Brown,60,"50 and above",VIP,2013-07-27,158,6,8154,1359,6,6,28,291.2142857142857143
336,AW00011335,Carla Raman,48,"40 - 49",VIP,2013-01-04,164,4,5744,1436,4,4,15,382.9333333333333333
337,AW00011336,Shaun Raji,53,"50 and above",new,2013-01-05,164,5,4441,888,5,5,4,1110.2500000000000000
338,AW00011337,Jerome Romero,59,"50 and above",VIP,2013-07-19,158,8,8162,1020,8,8,28,291.5000000000000000
339,AW00011338,Frank Navarro,54,"50 and above",VIP,2012-12-30,165,5,5745,1149,5,5,14,410.3571428571428571
340,AW00011339,Dennis She,59,"50 and above",new,2013-01-25,164,3,4379,1459,3,3,3,1459.6666666666666667
341,AW00011340,Melody Munoz,79,"50 and above",new,2013-01-02,164,5,4413,882,5,5,3,1471.0000000000000000
342,AW00011341,Randy Zeng,84,"50 and above",VIP,2013-07-19,158,8,8192,1024,8,8,27,303.4074074074074074
343,AW00011342,Marshall Wang,53,"50 and above",new,2013-07-12,158,3,49,16,3,3,0,0
344,AW00011343,Arthur Carlson,51,"50 and above",VIP,2013-07-24,158,9,8222,913,9,9,27,304.5185185185185185
345,AW00011344,Jessie Jimenez,63,"50 and above",VIP,2013-07-23,158,7,8119,1159,7,7,26,312.2692307692307692
346,AW00011345,Robin Ramos,64,"50 and above",new,2012-12-31,165,3,4404,1468,3,3,2,2202.0000000000000000
347,AW00011346,Deanna Gutierrez,60,"50 and above",new,2013-02-11,163,7,4503,643,7,7,4,1125.7500000000000000
348,AW00011347,Roy Navarro,54,"50 and above",new,2013-03-16,162,2,14,7,2,2,0,0
349,AW00011348,Shawn Rai,65,"50 and above",new,2013-03-31,162,3,68,22,3,3,0,0
350,AW00011349,Mindy Luo,61,"50 and above",new,2014-01-13,152,3,68,22,3,3,0,0
351,AW00011350,Cara Zhou,84,"50 and above",new,2013-02-05,163,3,38,12,3,3,0,0
352,AW00011351,Anne Ramos,76,"50 and above",VIP,2013-08-28,157,5,8068,1613,5,5,26,310.3076923076923077
353,AW00011352,Raymond Rodriguez,81,"50 and above",new,2013-05-01,160,2,14,7,2,2,0,0
354,AW00011353,Carrie Ortega,79,"50 and above",VIP,2013-08-08,157,6,8078,1346,6,6,26,310.6923076923076923
355,AW00011354,Deanna Suarez,79,"50 and above",new,2013-12-03,153,3,23,7,3,3,0,0
356,AW00011355,Roberto Gutierrez,78,"50 and above",new,2013-09-26,156,2,14,7,2,2,0,0
357,AW00011356,Terrence Carson,40,"40 - 49",VIP,2013-10-31,155,8,5069,633,8,8,29,174.7931034482758621
358,AW00011357,Ramon Ye,42,"40 - 49",regular,2013-10-29,155,5,4943,988,5,5,28,176.5357142857142857
359,AW00011358,Cynthia Malhotra,42,"40 - 49",VIP,2013-11-14,154,8,5034,629,8,8,29,173.5862068965517241
360,AW00011359,Jarrod Prasad,42,"40 - 49",regular,2013-12-04,153,8,4959,619,8,8,30,165.3000000000000000
361,AW00011360,Tyrone Serrano,42,"40 - 49",VIP,2013-12-22,153,6,5025,837,6,6,30,167.5000000000000000
362,AW00011361,Cindy Ramos,43,"40 - 49",new,2013-11-24,154,4,115,28,4,4,1,115.0000000000000000
363,AW00011362,Damien Shan,43,"40 - 49",new,2013-09-24,156,3,77,25,3,3,6,12.8333333333333333
364,AW00011363,Julian Ross,43,"40 - 49",VIP,2013-12-18,153,5,5035,1007,5,5,30,167.8333333333333333
365,AW00011364,Jennifer Collins,41,"40 - 49",regular,2013-12-26,153,4,4921,1230,4,4,30,164.0333333333333333
366,AW00011365,Brittney Sun,41,"40 - 49",VIP,2013-12-22,153,7,5024,717,7,7,31,162.0645161290322581
367,AW00011366,Virginia Patel,41,"40 - 49",new,2013-08-15,157,3,77,25,3,3,2,38.5000000000000000
368,AW00011367,Calvin Nara,42,"40 - 49",new,2013-11-25,154,4,86,21,4,4,4,21.5000000000000000
369,AW00011368,Edward Miller,42,"40 - 49",VIP,2013-12-01,153,11,5105,464,11,11,30,170.1666666666666667
370,AW00011369,Ashlee Tang,42,"40 - 49",new,2013-12-27,153,4,119,29,4,4,5,23.8000000000000000
371,AW00011370,Alicia Xu,42,"40 - 49",new,2013-10-01,155,3,80,26,3,3,3,26.6666666666666667
372,AW00011371,Lacey Jai,42,"40 - 49",new,2013-12-28,153,2,75,37,2,2,1,75.0000000000000000
373,AW00011372,Wendy Romero,42,"40 - 49",regular,2013-12-14,153,5,4965,993,5,5,30,165.5000000000000000
374,AW00011373,Carly Luo,72,"50 and above",new,2013-08-27,157,3,38,12,3,3,0,0
375,AW00011374,Jimmy Ortega,77,"50 and above",new,2013-04-15,161,3,69,23,3,3,0,0
376,AW00011375,Francisco Martinez,77,"50 and above",new,2013-10-17,155,2,14,7,2,2,0,0
377,AW00011376,Lance Vazquez,77,"50 and above",new,2013-10-15,155,2,78,39,2,2,0,0
378,AW00011377,David Robinett,60,"50 and above",new,2013-02-28,163,3,84,28,3,3,0,0
379,AW00011378,Shannon Liang,60,"50 and above",new,2013-02-14,163,4,4436,1109,4,4,4,1109.0000000000000000
380,AW00011379,Gary Vazquez,50,"50 and above",new,2013-02-26,163,4,4426,1106,4,4,4,1106.5000000000000000
381,AW00011380,Mitchell Kumar,62,"50 and above",VIP,2013-02-03,163,6,5838,973,6,6,16,364.8750000000000000
382,AW00011381,Meredith Raman,56,"50 and above",VIP,2013-08-18,157,5,8161,1632,5,5,26,313.8846153846153846
383,AW00011382,Edward Patterson,52,"50 and above",new,2013-02-16,163,2,4344,2172,2,2,3,1448.0000000000000000
384,AW00011383,Marie Gill,60,"50 and above",new,2014-01-01,152,3,49,16,3,3,0,0
385,AW00011384,Tiffany Wang,54,"50 and above",new,2013-08-02,157,3,49,16,3,3,0,0
386,AW00011385,Miguel Allen,55,"50 and above",new,2013-07-06,158,2,14,7,2,2,0,0
387,AW00011386,Jaclyn Cai,54,"50 and above",new,2013-11-02,154,3,69,23,3,3,0,0
388,AW00011387,Megan Ramirez,61,"50 and above",VIP,2013-04-01,161,6,6959,1159,6,6,21,331.3809523809523810
389,AW00011388,Joseph Martin,61,"50 and above",VIP,2013-04-26,161,7,6987,998,7,7,21,332.7142857142857143
390,AW00011389,Karl Shan,45,"40 - 49",new,2013-11-17,154,3,69,23,3,3,0,0
391,AW00011390,Christine Raji,50,"50 and above",new,2013-11-07,154,3,49,16,3,3,0,0
392,AW00011391,Lindsay Xie,50,"50 and above",new,2013-10-26,155,2,34,17,2,2,0,0
393,AW00011392,Willie Zhao,45,"40 - 49",new,2013-03-29,162,1,29,29,1,1,0,0
394,AW00011393,Kurt Pal,52,"50 and above",new,2013-07-16,158,2,14,7,2,2,0,0
395,AW00011394,George McDonald,51,"50 and above",VIP,2013-08-02,157,7,8162,1166,7,7,25,326.4800000000000000
396,AW00011395,Beth Gutierrez,50,"50 and above",VIP,2013-02-20,163,3,5730,1910,3,3,15,382.0000000000000000
397,AW00011396,Ian Lopez,51,"50 and above",new,2013-10-26,155,1,29,29,1,1,0,0
398,AW00011397,Latoya Shan,51,"50 and above",new,2013-07-07,158,3,38,12,3,3,0,0
399,AW00011398,Colin Nath,51,"50 and above",VIP,2013-08-02,157,4,8114,2028,4,4,25,324.5600000000000000
400,AW00011399,Brenda Mehta,51,"50 and above",new,2013-04-13,161,2,14,7,2,2,0,0
401,AW00011400,Franklin Raji,46,"40 - 49",VIP,2013-07-19,158,8,6968,871,8,8,24,290.3333333333333333
402,AW00011401,Linda Navarro,51,"50 and above",new,2013-03-08,162,6,5020,836,6,6,5,1004.0000000000000000
403,AW00011402,Kelli Cai,51,"50 and above",new,2013-04-02,161,10,5059,505,10,10,5,1011.8000000000000000
404,AW00011403,Nancy Schmidt,46,"40 - 49",new,2013-05-28,160,9,5032,559,9,9,7,718.8571428571428571
405,AW00011404,Megan Taylor,69,"50 and above",new,2013-02-10,163,2,34,17,2,2,0,0
406,AW00011405,Bonnie Goel,69,"50 and above",new,2013-03-31,162,1,54,54,1,1,0,0
407,AW00011406,Latoya Xu,68,"50 and above",new,2013-02-09,163,6,4415,735,6,6,3,1471.6666666666666667
408,AW00011407,Mario She,68,"50 and above",new,2013-06-23,159,1,54,54,1,1,0,0
409,AW00011408,Darren Gill,62,"50 and above",new,2013-03-05,162,3,34,11,3,3,0,0
410,AW00011409,Jacqueline Hayes,47,"40 - 49",new,2013-01-28,164,5,4444,888,5,5,2,2222.0000000000000000
411,AW00011410,Maurice Goel,,"50 and above",new,2013-02-04,163,5,4464,892,5,5,3,1488.0000000000000000
412,AW00011411,Devin Ross,67,"50 and above",new,2013-08-04,157,3,38,12,3,3,0,0
413,AW00011412,Sydney Bryant,66,"50 and above",VIP,2013-10-11,155,11,9880,898,11,11,23,429.5652173913043478
414,AW00011413,Megan Stewart,66,"50 and above",VIP,2013-09-05,156,11,7190,653,11,11,25,287.6000000000000000
415,AW00011414,Ian Richardson,67,"50 and above",VIP,2013-09-15,156,10,7191,719,10,10,25,287.6400000000000000
416,AW00011415,Randy She,76,"50 and above",new,2013-08-16,157,2,14,7,2,2,0,0
417,AW00011416,Katrina Becker,76,"50 and above",new,2013-05-05,160,5,4928,985,5,5,6,821.3333333333333333
418,AW00011417,Lacey Zheng,76,"50 and above",VIP,2013-12-15,153,17,11248,661,17,17,13,865.2307692307692308
419,AW00011418,Rafael Hu,76,"50 and above",new,2013-12-17,153,2,40,20,2,2,0,0
420,AW00011419,Kyle Scott,76,"50 and above",new,2013-06-27,159,6,231,38,6,6,3,77.0000000000000000
421,AW00011420,Jordan Turner,74,"50 and above",VIP,2013-11-29,154,17,11200,658,17,17,12,933.3333333333333333
422,AW00011421,Amy Sun,74,"50 and above",VIP,2013-10-09,155,4,9780,2445,4,4,23,425.2173913043478261
423,AW00011422,Dustin Deng,74,"50 and above",VIP,2013-11-03,154,10,7075,707,10,10,27,262.0370370370370370
424,AW00011423,Jasmine Stewart,66,"50 and above",VIP,2013-10-20,155,10,9905,990,10,10,22,450.2272727272727273
425,AW00011424,Pamela Garcia,61,"50 and above",new,2013-04-21,161,2,44,22,2,2,0,0
426,AW00011425,Ariana Gray,61,"50 and above",VIP,2013-12-21,153,15,10528,701,15,15,13,809.8461538461538462
427,AW00011426,Kristopher Mehta,67,"50 and above",new,2013-04-09,161,1,35,35,1,1,0,0
428,AW00011427,Desiree Dominguez,67,"50 and above",VIP,2013-10-20,155,9,9918,1102,9,9,22,450.8181818181818182
429,AW00011428,Deanna Perez,67,"50 and above",VIP,2013-10-22,155,12,9954,829,12,12,22,452.4545454545454545
430,AW00011429,Marco Lopez,68,"50 and above",VIP,2013-12-24,153,17,10468,615,17,17,12,872.3333333333333333
431,AW00011430,Casey Yuan,69,"50 and above",new,2013-03-19,162,2,85,42,2,2,0,0
432,AW00011431,Bryant Garcia,51,"50 and above",VIP,2013-09-30,156,11,9913,901,11,11,21,472.0476190476190476
433,AW00011432,Dominique Prasad,69,"50 and above",VIP,2013-12-25,153,16,9330,583,16,16,12,777.5000000000000000
434,AW00011433,Maurice Shan,69,"50 and above",new,2013-09-14,156,12,12914,1076,13,12,9,1434.8888888888888889
435,AW00011434,Andre Lopez,64,"50 and above",new,2013-07-15,158,4,70,17,4,4,1,70.0000000000000000
436,AW00011435,Robin Romero,71,"50 and above",new,2014-01-04,152,1,35,35,1,1,0,0
437,AW00011436,Taylor Cox,70,"50 and above",new,2013-06-19,159,4,81,20,4,4,1,81.0000000000000000
438,AW00011437,Alfredo Moreno,71,"50 and above",new,2013-12-19,153,1,54,54,1,1,0,0
439,AW00011438,Jenny Nara,71,"50 and above",new,2013-02-05,163,1,35,35,1,1,0,0
440,AW00011439,Janet Munoz,72,"50 and above",new,2013-10-20,155,14,12488,892,14,14,11,1135.2727272727272727
441,AW00011440,Sergio Weber,73,"50 and above",new,2013-03-27,162,2,78,39,2,2,0,0
442,AW00011441,Erika Gomez,73,"50 and above",new,2014-01-08,152,2,44,22,2,2,0,0
443,AW00011442,Joseph Harris,73,"50 and above",new,2013-09-29,156,1,35,35,1,1,0,0
444,AW00011443,Grace Griffin,44,"40 - 49",VIP,2013-10-01,155,8,8235,1029,8,8,28,294.1071428571428571
445,AW00011444,Tina Mehta,44,"40 - 49",VIP,2013-06-02,159,5,8136,1627,5,5,24,339.0000000000000000
446,AW00011445,Kari Kim,46,"40 - 49",VIP,2013-06-28,159,5,8098,1619,5,5,24,337.4166666666666667
447,AW00011446,Bethany Chander,46,"40 - 49",VIP,2013-06-21,159,7,8237,1176,7,7,24,343.2083333333333333
448,AW00011447,Jennifer Roberts,46,"40 - 49",VIP,2013-05-31,160,6,8078,1346,6,6,23,351.2173913043478261
449,AW00011448,Kyle Patterson,45,"40 - 49",VIP,2013-06-21,159,7,8132,1161,7,7,24,338.8333333333333333
450,AW00011449,Alvin Hu,46,"40 - 49",VIP,2013-06-24,159,7,8130,1161,7,7,24,338.7500000000000000
451,AW00011450,Brett Mehta,45,"40 - 49",VIP,2013-06-17,159,9,8173,908,9,9,24,340.5416666666666667
452,AW00011451,Ruben Muñoz,46,"40 - 49",VIP,2013-06-05,159,9,8250,916,9,9,23,358.6956521739130435
453,AW00011452,Erika Rubio,47,"40 - 49",VIP,2013-06-12,159,5,8183,1636,5,5,23,355.7826086956521739
454,AW00011453,Stanley Malhotra,42,"40 - 49",VIP,2013-06-19,159,6,8177,1362,6,6,23,355.5217391304347826
455,AW00011454,Melinda Navarro,46,"40 - 49",VIP,2013-06-18,159,4,8089,2022,4,4,23,351.6956521739130435
